From,To
221299_at,54328
211549_s_at,3248
215524_x_at,10730
209242_at,5178
206322_at,8224
221465_at,8590
200877_at,10575
205595_at,1830
205012_s_at,3029
200768_s_at,4144
212208_at,23389
213885_at,10612
217771_at,51280
208957_at,23071
206085_s_at,1491
201262_s_at,633
214722_at,388677
213225_at,5495
203146_s_at,2550
200003_s_at,102465483
200866_s_at,5660
205685_at,942
202087_s_at,1514
221439_at,10741
205045_at,11216
211695_x_at,4582
214425_at,259
213812_s_at,10645
201660_at,2181
201980_s_at,6251
214329_x_at,8743
218677_at,57402
209243_s_at,5178
206787_at,676
215808_at,5655
213431_x_at,9814
203160_s_at,9025
41386_i_at,23135
213773_x_at,55695
200779_at,468
212595_s_at,9802
221552_at,57406
210066_s_at,361
203375_s_at,7174
52741_at,115708
201785_at,6035
218203_at,29880
217896_s_at,80011
210884_s_at,653423
206497_at,55744
213462_at,4862
216649_at,6239
210806_at,23093
208516_at,4544
219162_s_at,65003
218387_s_at,25796
221650_s_at,54797
208234_x_at,2263
207526_s_at,9173
204953_at,9892
214879_x_at,7392
214576_at,8689
211874_s_at,23522
214298_x_at,23157
221367_at,4342
201318_s_at,103910
206589_at,2672
31637_s_at,7067
203202_at,11103
208992_s_at,6774
208852_s_at,821
219103_at,55616
204776_at,7060
221028_s_at,81577
210081_at,177
205180_s_at,101
221979_at,100129250
210175_at,6936
209722_s_at,5272
216181_at,8871
220182_at,79085
211070_x_at,1622
217921_at,10905
1438_at,2049
212890_at,124565
221470_s_at,27178
215471_s_at,9053
36554_at,8623
217522_at,169522
215588_x_at,8780
213252_at,9644
217878_s_at,996
207085_x_at,1438
214355_x_at,100128553
203203_s_at,11103
208184_s_at,102724200
215352_at,100527949
218849_s_at,10848
221665_s_at,54869
211949_s_at,9221
207702_s_at,9863
207781_s_at,7552
209592_s_at,10238
219652_s_at,79742
214081_at,57125
214198_s_at,9993
201605_x_at,1265
202151_s_at,10422
201007_at,3032
222091_at,51440
214098_at,23285
215186_at,23329
205598_at,10293
207621_s_at,10400
221557_s_at,51176
208017_s_at,4168
202070_s_at,3419
220226_at,79054
220193_at,79729
218765_at,51092
218072_at,29099
212492_s_at,23030
202943_s_at,4668
208802_at,6731
202884_s_at,5519
221017_s_at,81543
212859_x_at,4493
205530_at,2110
214248_s_at,23321
219397_at,80219
203032_s_at,2271
218595_s_at,55127
201299_s_at,55233
221899_at,10443
218393_s_at,55234
206172_at,3598
212375_at,57634
212484_at,23625
208831_x_at,6830
200807_s_at,3329
205565_s_at,2395
218854_at,29940
213034_at,23387
205010_at,54552
211251_x_at,4802
208389_s_at,6506
221127_s_at,27122
209343_at,80303
209911_x_at,3017
202877_s_at,22918
216038_x_at,1616
203156_at,11215
215085_x_at,9940
205226_at,5157
218642_s_at,79145
206279_at,5616
206621_s_at,7458
205761_s_at,11062
203527_s_at,324
204842_x_at,5576
207506_at,10539
207200_at,5009
205481_at,134
210443_x_at,11054
202904_s_at,23658
205634_x_at,254359
221234_s_at,60468
221315_s_at,27006
214204_at,135138
201969_at,4678
200014_s_at,3183
208463_at,2557
209974_s_at,9184
213473_at,8315
208287_at,10255
203675_at,4925
215426_at,23174
209931_s_at,2281
216503_s_at,8028
203690_at,10426
213769_at,8844
203967_at,990
203286_at,22838
206047_at,2784
202209_at,27258
203971_at,1317
210113_s_at,22861
208541_x_at,7019
221823_at,90355
212933_x_at,606500
201897_s_at,1163
204455_at,667
208686_s_at,6046
220980_s_at,83440
208525_s_at,135948
203157_s_at,2744
206654_s_at,10622
220570_at,56729
202678_at,2958
204805_s_at,8971
201045_s_at,150786
204596_s_at,6781
208889_s_at,9612
211858_x_at,2778
214216_s_at,23185
216060_s_at,23002
210662_at,8942
221884_at,2122
214147_at,374977
220502_s_at,6561
211152_s_at,27429
200714_x_at,10956
207955_at,10850
219761_at,51267
210009_s_at,9570
206133_at,54739
215486_at,221823
37028_at,23645
210594_x_at,9019
208288_at,8647
203810_at,11080
210393_at,8549
220957_at,64693
217909_s_at,6945
218250_s_at,29883
200752_s_at,823
207345_at,10468
208392_x_at,3431
215465_at,26154
209552_at,7849
205804_s_at,80342
203813_s_at,6586
222114_x_at,54853
202701_at,649
204902_s_at,23192
206977_at,5741
222172_at,64067
206401_s_at,4137
205201_at,2737
212569_at,23347
206739_at,3222
207002_s_at,5325
215415_s_at,1130
211165_x_at,2048
205613_at,51760
203012_x_at,6147
201940_at,1362
212540_at,997
208380_at,10660
211813_x_at,1634
202782_s_at,51763
208422_at,4481
210454_s_at,3763
211763_s_at,7320
220918_at,80215
38703_at,23549
218733_at,55167
218160_at,4702
200884_at,1152
222143_s_at,64419
220473_s_at,29063
218193_s_at,51026
222060_at,90133
212121_at,26123
204509_at,771
218337_at,64760
222140_s_at,51463
206646_at,2735
208227_x_at,53616
218006_s_at,7570
205920_at,6533
219035_s_at,80196
221338_at,79136
218905_at,55656
206407_s_at,6357
209701_at,51752
206472_s_at,7090
206435_at,2583
203474_at,10788
207803_s_at,1448
207373_at,3236
202706_s_at,7372
219946_x_at,79784
216947_at,1674
208176_at,26584
204377_s_at,9730
203026_at,9925
212162_at,57498
202605_at,2990
217298_at,6208
200607_s_at,5885
207195_at,27255
207077_at,51032
203161_s_at,9025
212796_s_at,23102
201174_s_at,54386
210776_x_at,6929
204643_s_at,10495
210122_at,5620
212793_at,23500
221737_at,2768
210838_s_at,94
215269_at,7109
211919_s_at,7852
221448_s_at,56154
217228_s_at,51666
212178_s_at,100101267
206693_at,3574
212117_at,23433
217476_at,7067
219437_s_at,29123
209041_s_at,7327
211101_x_at,11027
217918_at,83658
216026_s_at,5426
218163_at,28985
209452_s_at,10490
219791_s_at,79804
206996_x_at,782
208293_x_at,1444
66053_at,100534595
212278_x_at,7337
200045_at,23
219465_at,336
221911_at,2115
65884_at,11253
214644_at,8330
205771_s_at,9465
221754_s_at,57175
201361_at,79073
221396_at,50837
208136_s_at,81854
209275_s_at,1201
219248_at,80745
63009_at,55164
1773_at,100529261
206480_at,4056
208958_at,23071
220939_s_at,54878
207517_at,3918
215885_at,727837
218251_at,58526
205775_at,26240
218473_s_at,79709
208757_at,54732
214760_at,26152
207005_s_at,596
201384_s_at,4077
202633_at,11073
210830_s_at,5445
211367_s_at,834
203205_at,9682
208407_s_at,100528016
203241_at,7405
204007_at,2215
210996_s_at,7531
206865_at,8739
217839_at,10342
219434_at,54210
206432_at,3037
219506_at,79630
204991_s_at,4771
214169_at,23353
213707_s_at,1749
213320_at,10196
216817_s_at,26716
206286_s_at,6997
218726_at,55355
200769_s_at,4144
210444_at,4888
203756_at,9828
221400_at,53904
221628_s_at,84656
200907_s_at,23022
49051_g_at,196403
208376_at,1233
213188_s_at,84864
202589_at,7298
213758_at,1327
208993_s_at,9360
207118_s_at,8510
202286_s_at,4070
220391_at,79842
215503_at,10816
217700_at,245812
207927_at,3363
220976_s_at,81851
201873_s_at,6059
205488_at,3001
213613_s_at,65220
205659_at,9734
221066_at,51289
216918_s_at,667
208801_at,6731
213112_s_at,8878
221983_at,79137
52169_at,92335
207053_at,6546
221407_at,57369
212193_s_at,23367
203788_s_at,10512
204964_s_at,8082
209805_at,441194
208369_s_at,2639
214125_s_at,29937
215329_s_at,728642
209584_x_at,27350
203844_at,7428
219327_s_at,55890
218359_at,80023
206235_at,3981
220444_at,79230
222102_at,2940
205887_x_at,4437
210529_s_at,9747
215025_at,4916
202192_s_at,8522
203285_s_at,9653
217770_at,51604
203758_at,1519
202822_at,4026
204355_at,22907
219538_at,54554
203188_at,11041
222138_s_at,64743
205368_at,9715
222170_at,100507458
218273_s_at,54704
201409_s_at,5500
208399_s_at,1908
211045_s_at,81033
204603_at,9156
215019_x_at,84436
207937_x_at,2260
208520_at,26532
221417_x_at,53637
221985_at,54800
208777_s_at,5717
221012_s_at,81603
221604_s_at,9409
203892_at,10406
220720_x_at,80097
207802_at,10321
211674_x_at,1485
208258_s_at,10634
214240_at,51083
206111_at,6036
214717_at,150967
205438_at,11099
207922_s_at,10296
206168_at,23264
201871_s_at,51035
203087_s_at,3796
207523_at,10665
218226_s_at,4710
211649_x_at,3493
203532_x_at,8065
218637_at,55364
210290_at,7727
215264_at,2016
207808_s_at,5627
205445_at,5617
209415_at,51343
207848_at,551
206332_s_at,3428
203309_s_at,3257
215443_at,7253
212547_at,8019
221110_x_at,50940
221562_s_at,23410
221584_s_at,3778
211864_s_at,26509
209321_s_at,109
205826_at,9172
217552_x_at,1378
205941_s_at,1300
210467_x_at,4111
203596_s_at,24138
208890_s_at,23654
220872_at,55415
1431_at,1571
221332_at,9210
214431_at,8833
202217_at,8209
210622_x_at,8558
201066_at,1537
218574_s_at,29995
204884_s_at,3364
207042_at,1870
213794_s_at,25983
222251_s_at,26205
206278_at,5724
205151_s_at,9865
203084_at,7040
200626_s_at,724102
207595_s_at,649
219324_at,79159
208835_s_at,51747
213184_at,205564
217824_at,51465
207000_s_at,5533
220022_at,55713
201033_x_at,6175
202536_at,25978
205648_at,7472
205525_at,800
207924_x_at,7849
219429_at,79152
221004_s_at,81618
221424_s_at,81285
221745_at,10238
206538_at,22808
213508_at,171546
91684_g_at,54512
203238_s_at,4854
34187_at,5939
208137_x_at,81856
211089_s_at,4752
205614_x_at,4485
219105_x_at,23594
215434_x_at,100132406
214427_at,4839
201230_s_at,10425
208605_s_at,4914
202033_s_at,9821
207121_s_at,5597
201841_s_at,3315
209904_at,7134
204083_s_at,7169
222255_at,57716
218446_s_at,51030
38149_at,9938
221554_at,92335
204876_at,9726
204652_s_at,4899
205988_at,8832
208214_at,153
219138_at,9045
220293_at,79820
216887_s_at,11155
212211_at,26057
210955_at,843
208431_s_at,7275
213212_x_at,102724093
222071_s_at,353189
211668_s_at,5328
213754_s_at,10605
207598_x_at,7516
207484_s_at,10919
219685_at,59353
204184_s_at,157
201749_at,1889
209507_at,6119
215957_at,7321
207403_at,8471
219971_at,50615
204405_x_at,27292
218782_s_at,29028
203023_at,51491
205933_at,26040
201597_at,1347
31837_at,91289
220180_at,80323
204425_at,393
206850_at,10633
206171_at,140
201249_at,6513
218510_x_at,54463
215421_at,100131510
200604_s_at,5573
221534_at,83638
205338_s_at,1638
207067_s_at,3067
202108_at,5184
212764_at,6935
213789_at,10682
212958_x_at,5066
203670_at,100526693
204208_at,8732
203718_at,10908
210663_s_at,8942
204971_at,1475
218907_s_at,65999
220489_s_at,347735
214556_at,6754
220995_at,29091
201918_at,55186
221915_s_at,5902
214830_at,145389
207818_s_at,3363
203620_s_at,9873
218776_s_at,80021
221479_s_at,665
209973_at,4795
211119_at,2100
210804_x_at,6546
203863_at,88
214241_at,4714
204291_at,9849
212268_at,1992
206468_s_at,51603
203430_at,23593
221203_s_at,55689
211266_s_at,2828
211736_at,6668
207409_at,3950
201430_s_at,1809
203447_at,5711
44669_at,644096
203648_at,9797
210261_at,3776
221993_s_at,115939
202941_at,4729
215014_at,3752
219866_at,53405
205262_at,3757
210781_x_at,2902
209703_x_at,25840
214403_x_at,25803
65517_at,10053
210302_s_at,10586
209654_at,23379
207153_s_at,11146
204452_s_at,8321
213853_at,120526
220633_s_at,50809
213559_s_at,168544
200840_at,3735
208067_x_at,7404
216459_x_at,414771
221950_at,2018
218380_at,728392
220993_s_at,81491
211245_x_at,3805
208498_s_at,276
219165_at,64236
202034_x_at,9821
214936_at,23143
219542_at,79858
213168_at,6670
218842_at,79657
218290_at,102466736
220064_at,100506124
220317_at,9227
117_at,3310
207244_x_at,1548
204525_at,9678
201843_s_at,2202
208336_s_at,9524
211483_x_at,816
219972_s_at,64430
205742_at,7137
219464_at,23632
213666_at,23157
208086_s_at,1756
221651_x_at,3514
211006_s_at,3745
216120_s_at,491
213167_s_at,6526
210887_s_at,2121
219634_at,50515
211661_x_at,5724
214435_x_at,5898
204837_at,66036
207805_s_at,5715
207858_s_at,5313
211147_s_at,9127
206323_x_at,4983
208963_x_at,100302263
219759_at,64167
206561_s_at,57016
216940_x_at,4904
203190_at,100616403
203600_s_at,8603
213209_at,10629
207894_s_at,27004
200873_s_at,10694
218633_x_at,55347
212069_s_at,84726
219106_s_at,10324
221656_s_at,55160
205876_at,3977
202872_at,528
220765_s_at,55679
212551_at,10486
216464_x_at,11251
210295_at,4109
209752_at,5967
203316_s_at,6635
206652_at,9205
202753_at,9861
221225_at,79877
218385_at,55168
214531_s_at,6642
221048_x_at,55028
201869_s_at,6907
208762_at,7341
210671_x_at,5599
213093_at,5578
208800_at,6731
219505_at,51816
221508_at,51347
203899_s_at,27297
210538_s_at,330
200603_at,5573
204873_at,5189
210197_at,3705
202963_at,5993
213190_at,91949
211273_s_at,6899
208873_s_at,7905
212228_s_at,57017
208466_at,9545
215391_at,4130
210445_at,2172
213583_x_at,1915
209585_s_at,9562
202512_s_at,9474
212227_x_at,10209
210589_s_at,2630
205776_at,2330
208477_at,3746
202914_s_at,9826
217930_s_at,54472
204507_s_at,5534
203740_at,10200
211746_x_at,5682
217153_at,392
208601_s_at,81027
204486_at,10984
209526_s_at,50810
221123_x_at,157574
201112_s_at,1434
205042_at,10020
219656_at,51294
219083_at,55164
219315_s_at,79652
208892_s_at,1848
207438_s_at,10073
218840_s_at,55191
210087_s_at,9019
205264_at,10849
209496_at,5919
221284_s_at,6714
212337_at,55000
204923_at,54440
204568_at,22863
216365_x_at,26586
218552_at,55268
209076_s_at,56270
221907_at,115708
220071_x_at,55142
220202_s_at,54542
219805_at,63932
219719_at,51751
218598_at,60561
202625_at,4067
217767_at,718
212179_at,25957
214534_at,3009
212419_at,219654
214267_s_at,199731
216454_at,55621
202479_s_at,28951
219726_at,54413
211333_s_at,356
200688_at,23450
206071_s_at,2042
206663_at,6671
213080_x_at,6083
217610_at,441273
207741_x_at,7177
206929_s_at,4782
212849_at,8312
210895_s_at,942
208080_at,6790
208038_at,8808
201255_x_at,7917
218159_at,65992
213298_at,4782
205450_at,5255
214140_at,8034
214930_at,26050
213620_s_at,3384
216243_s_at,3557
211407_at,4713
202595_s_at,23484
206213_at,7480
222086_s_at,7475
201276_at,5869
214186_s_at,352961
204729_s_at,6804
202495_at,6903
208152_s_at,9188
218028_at,102466723
207944_at,4951
208089_s_at,81550
205927_s_at,1510
201819_at,949
221687_s_at,89853
219839_x_at,27004
201714_at,7283
214538_x_at,9628
203993_x_at,755
214175_x_at,8572
202521_at,10664
218102_at,51071
32837_at,10555
200950_at,10552
215267_s_at,6543
209676_at,7035
220921_at,728695
220394_at,26281
202986_at,9915
200623_s_at,801
216944_s_at,3708
32723_at,1477
214845_s_at,813
202916_s_at,9917
216212_s_at,100847052
207049_at,6334
209771_x_at,100133941
218158_s_at,26060
201544_x_at,100529063
203275_at,3660
210675_s_at,5801
214430_at,2717
201990_s_at,1389
210635_s_at,27252
207437_at,4857
221215_s_at,54101
218730_s_at,4969
217683_at,3046
215560_x_at,54516
214237_x_at,5074
211044_at,9830
201291_s_at,7153
211271_x_at,100616459
220443_s_at,25806
211891_s_at,50649
212669_at,818
220091_at,11182
211024_s_at,7080
214058_at,4610
217297_s_at,4650
205152_at,6529
222239_s_at,26512
216533_at,5095
222192_s_at,60526
201523_x_at,7334
215751_at,64062
218134_s_at,55696
204569_at,22858
216294_s_at,84162
221021_s_at,56259
205562_at,10557
218609_s_at,318
207310_s_at,4842
209968_s_at,4684
211583_x_at,259197
204669_s_at,11237
209225_x_at,3842
215627_at,101926913
204245_s_at,11102
212428_at,23392
210333_at,2516
213498_at,90993
209451_at,10010
222030_at,10572
218820_at,56967
206165_s_at,9635
213548_s_at,55573
213061_s_at,123803
215333_x_at,2944
218797_s_at,51547
217732_s_at,9445
210410_s_at,100532732
219099_at,57103
221474_at,103910
220763_at,259217
214812_s_at,55233
204412_s_at,4744
200683_s_at,7332
217525_at,283298
203411_s_at,4000
202755_s_at,2817
218676_s_at,58488
212599_at,26053
219168_s_at,55615
217734_s_at,11180
202161_at,5585
220994_s_at,29091
210647_x_at,8398
206819_at,29774
220997_s_at,81624
206048_at,58495
221744_at,10238
220546_at,4297
216209_at,400084
220048_at,10913
202674_s_at,4008
201137_s_at,3115
203981_s_at,5826
221042_s_at,79789
201103_x_at,100132406
205013_s_at,101730217
222010_at,677812
213753_x_at,1984
204650_s_at,102465499
204693_at,11135
201933_at,5119
217076_s_at,3232
212523_s_at,23514
211829_s_at,2852
217516_x_at,421
213077_at,64848
209839_at,26052
203992_s_at,7403
212720_at,10914
217059_at,4589
209491_s_at,100130460
204442_x_at,8425
220416_at,79895
208658_at,9601
219188_s_at,28992
220147_s_at,58516
206505_at,7363
203965_at,10868
216403_at,160824
209006_s_at,57035
204571_x_at,5303
209785_s_at,8605
209316_s_at,10767
200837_at,10134
205512_s_at,9131
217625_x_at,100506190
217042_at,51109
219597_s_at,53905
221548_s_at,80895
201088_at,3838
205575_at,10882
214132_at,509
220236_at,55066
219292_at,55145
214803_at,1004
217860_at,4705
209370_s_at,6452
215677_s_at,2972
215638_at,2065
215792_s_at,55735
212118_at,5987
200052_s_at,3608
211892_s_at,5740
209908_s_at,7042
218499_at,51765
206095_s_at,10772
208687_x_at,3312
218763_at,53407
221605_s_at,51268
203014_x_at,27352
209897_s_at,9353
205234_at,9122
216752_at,30849
221301_at,80737
218083_at,80142
208483_x_at,3883
208571_at,23519
217779_s_at,55629
34697_at,4040
215787_at,59
218088_s_at,64121
212887_at,10484
208521_at,10798
212773_s_at,9804
219686_at,55351
208907_s_at,28973
208429_x_at,3172
206188_at,9831
200693_at,10971
202375_at,9871
221661_at,10864
208723_at,8237
204814_at,8618
205735_s_at,3899
208456_s_at,22800
215263_at,158586
217598_at,51550
216926_s_at,23383
218326_s_at,55366
209154_at,100533970
213842_x_at,155400
222103_at,466
214901_at,7554
202532_s_at,1719
204787_at,11326
201665_x_at,6218
201018_at,1964
219737_s_at,5101
