From,To
216272_x_at,85360
206954_at,51352
212182_at,11163
220010_at,23630
204240_s_at,10592
204490_s_at,960
214479_at,2676
208405_s_at,8763
207952_at,3567
213412_at,27134
201729_s_at,9703
201741_x_at,6426
215724_at,5337
201637_s_at,8087
219628_at,64393
218132_s_at,79042
212931_at,6942
204126_s_at,8318
208659_at,1192
217778_at,27173
210319_x_at,4488
215418_at,55742
210017_at,10892
207658_s_at,2290
202111_at,6522
211133_x_at,11025
204644_at,10495
204980_at,9575
207450_s_at,11281
204715_at,24145
209834_at,9469
201879_at,25820
201852_x_at,1281
221522_at,84079
202255_s_at,26037
203477_at,1306
221331_x_at,1493
202411_at,3429
216081_at,3910
213145_at,144699
220237_at,64422
213153_at,23067
217185_s_at,442240
201623_s_at,1615
221618_s_at,51616
210627_s_at,7841
201510_at,1999
209498_at,634
220460_at,53919
203363_s_at,9776
209247_s_at,10061
208155_x_at,100008586
208231_at,3084
218781_at,79677
48031_r_at,10826
203562_at,9638
219074_at,55751
221471_at,10955
201369_s_at,678
205017_s_at,10150
201185_at,5654
209635_at,1174
205836_s_at,64848
216310_at,57551
215255_at,22997
203065_s_at,857
204458_at,23659
211139_s_at,4664
213980_s_at,1487
214389_at,159963
203427_at,25842
211143_x_at,3164
221063_x_at,63891
218703_at,26984
201755_at,4174
203036_s_at,9788
203912_s_at,1774
217033_x_at,4916
206648_at,51276
205915_x_at,2902
215052_at,9758
209996_x_at,5108
216407_at,55697
203961_at,10529
211652_s_at,3929
214568_at,23430
210850_s_at,2002
218003_s_at,2287
204553_x_at,3631
213806_at,5813
216854_at,10220
214619_at,1394
207636_at,5276
211347_at,8555
202712_s_at,1159
218787_x_at,55280
210573_s_at,10623
206544_x_at,6595
208243_s_at,1268
221154_at,57093
202906_s_at,4683
200933_x_at,6191
201323_at,102465439
211999_at,100616282
216259_at,100506699
218540_at,79178
211461_at,114758
217890_s_at,55742
213733_at,4542
213150_at,3206
210837_s_at,5144
220636_at,64446
219363_s_at,51001
201629_s_at,52
204141_at,7280
218838_s_at,64427
214804_at,2491
212240_s_at,5295
210453_x_at,10632
221809_at,57610
214875_x_at,334
202242_at,7102
219894_at,54551
201401_s_at,156
221487_s_at,2029
200799_at,3303
203366_at,5428
221056_x_at,58513
202407_s_at,26121
212748_at,57591
219364_at,79132
208189_s_at,4647
220847_x_at,7638
220271_x_at,64800
206597_at,4901
209693_at,23245
209072_at,4155
219135_s_at,64788
211141_s_at,4849
210401_at,5023
214088_s_at,2525
220334_at,26575
200810_s_at,1153
209992_at,5208
221722_x_at,11178
204099_at,6604
219487_at,79738
220002_at,55083
201615_x_at,800
221681_s_at,1834
210992_x_at,9103
211508_s_at,2689
212237_at,171023
209438_at,5256
203951_at,1264
219993_at,64321
203827_at,55062
215822_x_at,4661
205936_s_at,3101
207374_at,57047
220102_at,668
202414_at,2073
201678_s_at,56941
208032_s_at,2892
206408_at,26045
200986_at,710
216379_x_at,100133941
206362_x_at,4294
213648_at,23016
218996_at,29844
213459_at,6168
204444_at,3832
205965_at,10538
205062_x_at,5926
214822_at,57795
214281_s_at,25898
215380_s_at,79017
212353_at,23213
202734_at,9322
219368_at,4674
205576_at,3053
212234_at,171023
202793_at,10162
214256_at,57194
201481_s_at,5834
208848_at,128
203144_s_at,9674
218553_s_at,79047
204389_at,4128
219995_s_at,79755
217823_s_at,51465
209922_at,8315
218217_at,59342
204461_x_at,5810
207580_at,4115
217460_at,7142
211713_x_at,9768
203352_at,5000
214788_x_at,23109
219895_at,55026
215991_s_at,23065
37462_i_at,8175
219259_at,64218
219711_at,54807
211794_at,2533
220593_s_at,55036
213086_s_at,1452
214790_at,26054
219936_s_at,53836
203861_s_at,88
215113_s_at,100533955
201159_s_at,4836
212543_at,202
205667_at,7486
219985_at,9955
201011_at,6184
219196_at,29106
212399_s_at,9686
218312_s_at,65982
216161_at,55206
208408_at,5764
216216_at,6586
218438_s_at,80306
218985_at,29988
215154_at,9706
218573_at,28986
210183_x_at,5411
214833_at,9725
210474_s_at,728642
212558_at,10252
220476_s_at,101928718
216162_at,55206
201545_s_at,100529063
214103_s_at,5911
212919_at,167227
215789_s_at,55966
214759_at,9589
206373_at,7545
214960_at,8539
219414_at,64084
31861_at,3508
214940_s_at,23293
218705_s_at,28966
219264_s_at,28227
202061_s_at,6400
215110_at,100288974
202626_s_at,4067
217556_at,1183
219974_x_at,55862
202607_at,3340
209515_s_at,5873
221233_s_at,57579
221241_s_at,79370
213390_at,23211
218827_s_at,55125
206108_s_at,6431
212571_at,57680
209001_s_at,25847
213429_at,80114
210342_s_at,7173
215297_at,441204
203219_s_at,353
205077_s_at,5281
213361_at,23424
212818_s_at,51665
212637_s_at,11059
200026_at,6164
203324_s_at,858
211562_s_at,25802
213910_at,3490
208899_x_at,51382
219780_at,51333
216482_x_at,7633
215041_s_at,23348
213921_at,6750
209757_s_at,4613
207914_x_at,2128
217843_s_at,29079
213374_x_at,26275
220584_at,80164
219517_at,80237
214521_at,54626
205321_at,1968
203189_s_at,100616403
219132_at,57161
221837_at,84861
207980_s_at,10370
216697_at,7204
214550_s_at,23534
221304_at,54576
37965_at,29780
215109_at,149041
213063_at,79882
218560_s_at,65094
208090_s_at,326
220532_s_at,28959
214445_at,22936
37384_at,9647
216521_s_at,79184
204822_at,7272
210644_s_at,3903
206988_at,6370
213880_at,8549
202340_x_at,3164
216634_at,23007
216768_x_at,55020
217868_s_at,51108
217819_at,51125
214896_at,100996492
205900_at,3848
204634_at,6787
204324_s_at,27333
220208_at,11093
218870_at,101928361
213113_s_at,29015
210279_at,2841
213612_x_at,100132406
209614_at,125
214026_s_at,200734
204248_at,2767
207322_at,6453
213144_at,9570
220629_at,55539
221775_x_at,6146
205973_at,9638
220727_at,54207
216867_s_at,5154
220808_at,51298
208918_s_at,65220
203261_at,10671
209903_s_at,545
213353_at,23461
202697_at,11051
201668_x_at,4082
202336_s_at,5066
201365_at,4947
207537_at,5207
221497_x_at,54583
220330_s_at,64092
216601_at,90586
203561_at,2212
221085_at,9966
219705_at,79832
201622_at,27044
218775_s_at,53842
217632_at,54552
211438_at,7201
212779_at,84162
207576_x_at,5020
207250_at,4990
219777_at,474344
213407_at,23035
218355_at,24137
211299_s_at,2319
204956_at,4507
218816_at,55227
215432_at,116285
202250_s_at,50717
37860_at,26152
204213_at,5284
220217_x_at,30014
219651_at,55211
216855_s_at,3192
204017_at,11015
204984_at,2239
218183_at,29965
209356_x_at,30008
221683_s_at,80184
220000_at,8778
207683_at,8456
213687_s_at,6165
210055_at,7253
207056_s_at,9498
209647_s_at,9655
205603_s_at,1730
205177_at,7135
209919_x_at,2678
211447_s_at,5141
215671_at,5142
216063_at,3044
207652_s_at,1240
220528_at,55350
202342_s_at,23321
212622_at,440026
202267_at,3918
206788_s_at,865
206221_at,22821
219990_at,79733
219223_at,11094
211449_at,2956
213011_s_at,7167
204342_at,29957
209743_s_at,83737
204667_at,3169
201499_s_at,7874
215936_s_at,23325
220853_at,79712
208657_s_at,10801
212458_at,200734
215732_s_at,113878
215983_s_at,7993
204481_at,7862
209648_x_at,9655
202196_s_at,27122
208022_s_at,8555
214807_at,84898
221193_s_at,54819
214855_s_at,253959
221052_at,11022
220626_at,51156
211783_s_at,9112
208858_s_at,23344
221037_s_at,83447
208901_s_at,7150
214811_at,23504
207577_at,3360
203881_s_at,1756
205005_s_at,9397
212545_s_at,23051
210149_s_at,10476
204638_at,54
208436_s_at,3665
201040_at,2771
210186_s_at,2280
201564_s_at,6624
214424_s_at,229
205720_at,5443
208273_at,100533111
200694_s_at,57062
208357_x_at,1442
219190_s_at,192670
204010_s_at,3845
208562_s_at,10060
207738_s_at,10787
207096_at,100528017
216021_s_at,8001
34260_at,9894
211820_x_at,2993
206628_at,6523
200754_x_at,6427
218801_at,55757
203882_at,10379
201556_s_at,6844
222079_at,2078
202771_at,9780
201892_s_at,3615
212331_at,5934
212083_at,113419
213640_s_at,4015
221349_at,7441
217885_at,55705
221684_s_at,60506
204366_s_at,2976
205543_at,22824
207393_at,3062
206130_s_at,433
218565_at,51490
221221_s_at,26249
203377_s_at,51362
201627_s_at,3638
218724_s_at,60436
205365_at,3216
208083_s_at,100505984
213823_at,3207
221209_s_at,56914
216839_at,3908
206126_at,643
221143_at,29935
204163_at,11117
214850_at,11039
201429_s_at,6168
203239_s_at,4849
212481_s_at,7171
209369_at,306
221726_at,6146
201207_at,7126
205457_at,64771
217439_at,101928278
207436_x_at,10580
209519_at,4686
205416_s_at,4287
205885_s_at,3676
205064_at,6699
202658_at,8799
33307_at,27341
210796_x_at,946
206757_at,8654
209499_x_at,407977
221787_at,387263
218484_at,56901
204087_s_at,8884
212226_s_at,8613
217919_s_at,28977
200699_at,11014
207389_at,2811
204387_x_at,78988
209265_s_at,56339
36829_at,102465532
205962_at,5062
201840_at,4738
212566_at,4134
206594_at,23178
218117_at,9978
213206_at,9570
200861_at,23019
213603_s_at,5880
221094_s_at,55140
205833_s_at,25859
204511_at,9855
218210_at,79672
216031_x_at,90861
207679_at,5077
220041_at,80235
208988_at,22992
221296_at,7007
213033_s_at,4781
210561_s_at,26118
205430_at,653
207732_s_at,1741
202915_s_at,9917
221730_at,1290
202393_s_at,7071
217910_x_at,6945
212833_at,91137
204856_at,10331
212985_at,323
213309_at,23228
217186_at,442240
207644_at,8928
204394_at,8501
218663_at,64151
206870_at,5465
209036_s_at,4191
222212_s_at,29956
203433_at,100528021
210496_at,57051
205934_at,5334
212259_s_at,57326
207609_s_at,1544
211433_x_at,80256
210425_x_at,23015
219492_at,26511
208196_x_at,4772
206083_at,575
208393_s_at,10111
206231_at,3780
220404_at,222487
213239_at,10464
211966_at,1284
206336_at,6372
212802_s_at,26130
217759_at,54765
215319_at,148229
207548_at,2917
207136_at,407
206014_at,51412
208270_s_at,6051
218835_at,653509
217254_s_at,2056
209099_x_at,182
210266_s_at,51592
206768_at,6123
218869_at,23417
202955_s_at,10565
212995_x_at,26227
208107_s_at,81691
216615_s_at,3359
204328_at,11322
203310_at,6814
202177_at,2621
214513_s_at,1385
55616_at,93210
211398_at,2263
214347_s_at,1644
218295_s_at,10762
206240_s_at,7695
207504_at,766
218111_s_at,55907
217488_x_at,5387
65493_at,63897
202113_s_at,6643
200914_x_at,3895
210118_s_at,3552
221871_s_at,10342
217929_s_at,79932
210817_s_at,10241
209301_at,760
206706_at,4908
204691_x_at,8398
213785_at,55705
207845_s_at,10393
219076_s_at,5827
213718_at,100526737
214481_at,8336
219016_at,60493
215520_at,26108
217825_s_at,51465
201925_s_at,1604
207023_x_at,3858
220550_at,26272
220461_at,80003
210604_at,2780
210842_at,8828
208382_s_at,11144
211399_at,2263
53720_at,55337
205436_s_at,3014
201985_at,9897
205101_at,4261
215033_at,4071
213913_s_at,23329
203985_at,7988
213569_at,100506603
204969_s_at,5962
205583_s_at,79868
208689_s_at,6185
205118_at,2357
205244_s_at,64849
202854_at,3251
220211_at,79857
209611_s_at,6509
207406_at,1581
212138_at,23244
201521_s_at,22916
206374_at,101927562
216525_x_at,5387
219481_at,79573
221791_s_at,51372
220378_at,6954
208999_at,23176
206086_x_at,3077
209555_s_at,948
217644_s_at,6655
221838_at,84861
212528_at,27351
218437_s_at,54585
208564_at,3737
204050_s_at,1211
220543_at,56245
202974_at,4354
216106_at,145678
222379_at,23704
215700_x_at,9362
215935_at,26165
201859_at,5552
206522_at,8972
211791_s_at,8514
202016_at,4232
210929_s_at,197
217951_s_at,23469
58900_at,51619
217960_s_at,56993
209348_s_at,4094
217356_s_at,5230
200857_s_at,9611
217835_x_at,100527943
206416_at,7755
214702_at,2335
208445_s_at,9031
209462_at,333
211336_x_at,10859
210304_at,5158
221365_at,2862
204497_at,115
212716_s_at,27335
212798_s_at,57037
213906_at,4603
219093_at,55022
210965_x_at,8621
206409_at,7074
212017_at,130074
211708_s_at,6319
218441_s_at,26015
209520_s_at,4686
205190_at,5357
217928_s_at,55291
204530_s_at,9760
218057_x_at,10328
204588_s_at,9056
219404_at,79574
211491_at,148
200794_x_at,9802
221542_s_at,11160
208320_at,9478
210046_s_at,3418
209086_x_at,102465453
204499_at,23287
203614_at,440138
202739_s_at,5257
213604_at,6924
213740_s_at,100130348
218345_at,55365
215000_s_at,9637
213102_at,10096
211566_x_at,9577
209821_at,90865
214285_at,2170
221999_at,51231
52975_at,89853
213756_s_at,3297
214537_at,3007
210256_s_at,8394
208063_s_at,10753
207661_s_at,9644
213428_s_at,1291
207855_s_at,23155
220457_at,55095
205528_s_at,862
215536_at,3120
219296_at,54503
218099_at,55852
201298_s_at,55233
212623_at,440026
216690_at,26664
220737_at,27330
206074_s_at,3159
200067_x_at,8724
204221_x_at,11010
202506_at,6744
202636_at,7844
201225_s_at,10250
206475_x_at,1442
211190_x_at,8832
219020_at,64342
204514_at,1802
205628_at,5558
210034_s_at,6083
217818_s_at,10093
215258_at,199731
37796_at,100316904
204621_s_at,4929
210782_x_at,2902
200792_at,2547
44783_s_at,23462
207327_at,2070
204414_at,9215
202167_s_at,64210
209497_s_at,83759
204586_at,8927
210459_at,5710
220285_at,51104
206312_at,2984
202716_at,5770
217904_s_at,23621
215832_x_at,8301
217512_at,3827
210286_s_at,9497
201602_s_at,4659
205656_at,27253
211754_s_at,10478
218194_at,25996
203344_s_at,5932
222334_at,100505650
212963_at,83941
209502_s_at,10458
209850_s_at,10435
213443_at,8717
211991_s_at,3113
218579_s_at,60625
202155_s_at,8021
204520_x_at,23774
204575_s_at,4327
210677_at,8435
210528_at,3140
207503_at,6953
202933_s_at,7525
79005_at,79939
200901_s_at,1911
211950_at,23352
206148_at,3563
214093_s_at,8880
220190_s_at,11036
207073_at,8999
209297_at,6453
202143_s_at,10920
219306_at,56992
219054_at,4883
214239_x_at,7703
201890_at,6241
201421_s_at,79084
213002_at,4082
200899_s_at,10724
222327_x_at,283491
219374_s_at,79796
203523_at,4046
219900_s_at,55663
206660_at,3543
208569_at,8335
209894_at,3953
219157_at,11275
205760_s_at,4968
210871_x_at,117178
209368_at,2053
216962_at,84268
208034_s_at,8858
203153_at,3434
220781_at,50514
206682_at,10462
210275_s_at,7763
201839_s_at,4072
220061_at,54988
202928_s_at,5252
221312_at,9340
200612_s_at,163
206141_at,27304
202191_s_at,8522
220740_s_at,9990
209949_at,4688
219699_at,55203
201593_s_at,55854
220904_at,80069
219822_at,9617
211823_s_at,5829
221060_s_at,7099
220004_at,55510
215603_x_at,102724197
203039_s_at,4719
203615_x_at,6817
220940_at,57730
218657_at,51195
208608_s_at,6641
209208_at,9526
219920_s_at,29925
215901_at,347344
202931_x_at,274
211955_at,3843
214113_s_at,9939
220255_at,2178
209642_at,699
203683_s_at,7423
205115_s_at,9904
206540_at,79411
201621_at,4681
202325_s_at,522
203517_at,10651
203053_at,10286
213043_s_at,102466757
219778_at,23414
201844_s_at,23429
211013_x_at,5371
203650_at,10544
208193_at,3578
213708_s_at,6945
205577_at,5837
219673_at,254394
212354_at,23213
210100_s_at,20
204798_at,4602
213238_at,57205
214331_at,10102
206815_at,26206
212873_at,23526
206764_x_at,65258
204164_at,6494
202998_s_at,4017
214828_s_at,27341
212053_at,102724985
204992_s_at,5217
222383_s_at,59344
220527_at,55052
208129_x_at,100506403
203556_at,22882
217187_at,4586
202891_at,4817
206691_s_at,64714
200843_s_at,2058
202692_s_at,7343
208443_x_at,6474
217748_at,51094
219007_at,348995
212449_s_at,10434
217462_at,745
209477_at,2010
200034_s_at,6128
217840_at,51428
202239_at,143
217235_x_at,100423062
204478_s_at,5877
218875_s_at,26271
215886_x_at,219333
214883_at,7067
213501_at,51
211773_s_at,80317
202105_at,3476
205882_x_at,120
207027_at,3083
203223_at,9135
218796_at,55612
212098_at,4249
212826_s_at,293
209308_s_at,663
219556_at,80178
204305_at,4285
207451_at,26257
205100_at,9945
215533_s_at,10277
204696_s_at,993
217383_at,5230
212872_s_at,9477
205757_at,957
206217_at,1896
211048_s_at,9601
207159_x_at,23373
206466_at,23205
221850_x_at,119016
222035_s_at,10914
212996_s_at,9875
214598_at,9073
221249_s_at,81558
217212_s_at,3581
206159_at,2662
212137_at,23367
204682_at,4053
213617_s_at,25941
201021_s_at,11034
222274_at,150244
206674_at,2322
221708_s_at,55898
221003_s_at,81617
212103_at,23633
212810_s_at,6509
200666_s_at,3337
221240_s_at,79369
204133_at,9136
217226_s_at,81855
208573_s_at,7932
200785_s_at,4035
200060_s_at,10921
218564_at,55159
200637_s_at,5792
208372_s_at,3984
210558_at,1109
213450_s_at,23308
209135_at,444
202231_at,10480
214045_at,11019
216876_s_at,3605
203723_at,3707
216886_at,1137
202343_x_at,1329
217555_at,8243
201251_at,5315
212263_at,9444
200049_at,11143
207429_at,6582
220336_s_at,51206
217886_at,2060
209699_x_at,1646
208379_x_at,4887
204705_x_at,229
221377_s_at,11317
201766_at,60528
210773_s_at,2358
211176_s_at,5078
201696_at,6429
208449_s_at,2253
201635_s_at,8087
202599_s_at,8204
222021_x_at,255812
34031_i_at,889
204265_s_at,63940
219123_at,7775
219266_at,59348
206826_at,5375
220181_x_at,64924
205698_s_at,5608
214578_s_at,6093
203260_at,51020
210605_s_at,4240
206511_s_at,10736
216902_s_at,54700
208987_s_at,22992
204350_s_at,9443
219239_s_at,55279
219274_at,23554
203754_s_at,2972
212608_s_at,11165
209837_at,9179
215291_at,57591
212927_at,23137
208684_at,1314
201083_s_at,9774
202152_x_at,7392
203307_at,2794
203209_at,5985
218306_s_at,8925
210532_s_at,9556
218572_at,10548
204460_s_at,5810
54037_at,89781
207690_at,257
201807_at,9559
206431_x_at,23061
209952_s_at,5609
211061_s_at,4247
212700_x_at,100422961
204266_s_at,1119
211450_s_at,2956
216336_x_at,4493
209169_at,2824
206503_x_at,5371
217624_at,11333
219154_at,144404
221581_s_at,7462
202461_at,8892
206888_s_at,398
207896_s_at,9940
207760_s_at,9612
203534_at,27257
215509_s_at,699
220480_at,9464
200645_at,11337
213375_s_at,90634
205894_at,415
217980_s_at,54948
206666_at,3003
201201_at,1476
221248_s_at,54904
211625_s_at,1814
1405_i_at,6352
202749_at,7485
218591_s_at,79954
218110_at,56949
209965_s_at,5892
217914_at,53373
209037_s_at,10938
208121_s_at,5800
208501_at,8328
216033_s_at,2534
214372_x_at,10595
220687_at,101927550
217836_s_at,55249
37079_at,11049
214993_at,253982
210508_s_at,3785
204790_at,4092
218056_at,51283
221373_x_at,5623
219704_at,51087
210400_at,2905
200594_x_at,3192
209504_s_at,58473
202265_at,100532731
217680_x_at,26778
222146_s_at,6925
214642_x_at,100533997
220513_at,100129128
209024_s_at,10492
211974_x_at,3516
212266_s_at,6430
213302_at,5198
208318_s_at,9942
212376_s_at,57634
206294_at,3284
202382_s_at,10007
208597_at,1270
209826_at,100532746
34210_at,1043
208731_at,5862
217667_at,729799
217903_at,29888
212320_at,203068
212079_s_at,4297
201292_at,7153
220797_at,284009
217812_at,51441
202934_at,3099
207856_s_at,150776
202554_s_at,2947
219678_x_at,64421
217330_at,27185
217359_s_at,4684
203729_at,2014
217855_x_at,51150
205929_at,10223
201942_s_at,1362
219488_at,53947
208409_at,8170
209231_s_at,84516
221634_at,118433
220205_at,7179
203255_at,80204
219229_at,28232
218889_at,64318
202600_s_at,8204
211318_s_at,8480
206471_s_at,10154
221443_x_at,51052
214753_at,10443
207878_at,51350
213346_at,93081
201920_at,6574
214148_at,100507424
210586_x_at,6007
204766_s_at,4521
203611_at,7014
219793_at,64089
205138_s_at,10090
212777_at,6654
212828_at,8871
206723_s_at,9170
207653_at,2306
219787_s_at,1894
214221_at,7840
207137_at,4796
215966_x_at,2713
214611_at,2897
210150_s_at,3911
207564_x_at,8473
209038_s_at,10938
200642_at,6647
222221_x_at,10938
213166_x_at,100616378
212177_at,25957
211473_s_at,1288
221928_at,32
215153_at,9722
215990_s_at,604
218707_at,55311
201209_at,3065
220305_at,57506
212926_at,23137
202593_s_at,51573
217420_s_at,5430
200832_s_at,6319
201343_at,7322
218701_at,51110
214742_at,22994
202715_at,790
202060_at,9646
213458_at,317662
220764_at,151987
218913_s_at,51291
204671_s_at,22881
218994_s_at,64940
212922_s_at,56950
201703_s_at,5514
200845_s_at,9588
208574_at,8403
206069_s_at,33
209696_at,2203
210373_at,10641
208640_at,5879
202917_s_at,6279
206185_at,1414
207464_at,10768
216515_x_at,100422872
209512_at,84263
202696_at,9943
209501_at,101060399
221171_at,728621
209909_s_at,7042
210834_s_at,5733
205374_at,6588
219672_at,51327
222257_s_at,59272
206219_s_at,7409
211284_s_at,2896
216339_s_at,7146
205440_s_at,4886
211662_s_at,7417
202742_s_at,5567
202025_x_at,30
203332_s_at,3635
217005_at,3949
209027_s_at,10006
213210_at,10629
220506_at,2974
209694_at,5805
209596_at,25878
217006_x_at,2194
211530_x_at,3135
201987_at,9969
205390_s_at,286
217171_at,6609
218650_at,100302197
201065_s_at,100093631
202360_at,9794
212605_s_at,11165
207246_at,7544
211779_x_at,161
204725_s_at,4690
221320_at,10017
203308_x_at,3257
207635_s_at,3756
210818_s_at,100379661
37950_at,5550
206156_at,2709
215169_at,728661
219117_s_at,51303
201145_at,10456
206595_at,1474
220933_s_at,79670
203560_at,8836
221393_at,9288
202457_s_at,5530
220773_s_at,10243
221864_at,93129
218456_at,65981
210372_s_at,7164
214904_at,7592
210682_at,4025
213952_s_at,240
208390_s_at,2740
215977_x_at,2710
221964_at,7289
203866_at,54475
218445_at,55506
205539_at,10677
220607_x_at,51497
201332_s_at,6778
200952_s_at,894
213198_at,91
200634_at,5216
203938_s_at,9013
218271_s_at,55486
222175_s_at,51586
217139_at,7416
201020_at,7533
204701_s_at,9399
203224_at,55312
205672_at,7507
215678_at,440792
222294_s_at,5873
203929_s_at,4137
216485_s_at,7177
209232_s_at,84516
212180_at,1399
205290_s_at,650
221599_at,28971
220007_at,79828
215781_s_at,8940
32062_at,9684
210950_s_at,2222
217566_s_at,7047
221759_at,92579
212659_s_at,3557
214684_at,4205
201304_at,4698
211310_at,2145
221366_at,4825
203358_s_at,2146
202523_s_at,9806
32091_at,9673
203317_at,23550
212323_s_at,55187
203140_at,604
221182_at,80133
211995_x_at,60
205320_at,10297
206450_at,1621
207502_at,2981
206946_at,10021
203952_at,22926
207086_x_at,100008586
218177_at,57132
217762_s_at,11031
222106_at,23627
201885_s_at,1727
208438_s_at,2268
218311_at,8491
206877_at,4084
213136_at,5771
218774_at,28960
217511_at,81621
201203_s_at,6238
202194_at,50999
203042_at,3920
220988_s_at,114899
202849_x_at,2870
203080_s_at,29994
207031_at,579
220169_at,80008
214678_x_at,7543
217950_at,51070
221954_at,51526
211106_at,8464
219256_s_at,54436
203015_s_at,117178
212654_at,7169
201954_at,10095
206372_at,4618
205552_s_at,4938
203406_at,4236
214027_x_at,1674
214542_x_at,8329
219800_s_at,79896
220891_at,152992
207792_at,4985
211186_s_at,22848
202901_x_at,1520
210466_s_at,26135
216386_at,220077
222009_at,752014
214723_x_at,375248
213760_s_at,27309
204358_s_at,100506718
207982_at,3010
206848_at,116228
205918_at,6508
219070_s_at,64598
210482_x_at,5607
207218_at,2158
65591_at,57599
210249_s_at,8648
200780_x_at,2778
202344_at,3297
209523_at,6873
222072_at,100505933
220509_at,64062
202353_s_at,5718
210654_at,8793
206960_at,2846
220326_s_at,55701
208282_x_at,1617
210787_s_at,10645
203339_at,8604
214870_x_at,100288332
208922_s_at,10482
201470_at,9446
218272_at,55020
208797_s_at,23015
215446_s_at,4015
208887_at,8666
211701_s_at,7216
216054_x_at,4635
200706_s_at,9516
219270_at,79094
212080_at,4297
201425_at,217
218166_s_at,51773
217296_at,3806
204660_at,2671
208860_s_at,546
220117_at,79750
217788_s_at,2590
34225_at,100126332
219560_at,54584
32811_at,4641
212674_s_at,22907
221503_s_at,3839
204896_s_at,5734
222078_at,5313
218623_at,51617
203946_s_at,384
208615_s_at,8073
208321_s_at,9478
202090_s_at,10975
220280_s_at,51281
220077_at,79879
220207_at,90522
204462_s_at,6567
219935_at,11096
201219_at,1488
211377_x_at,4613
55692_at,63916
206829_x_at,80264
203169_at,9827
210092_at,4116
221748_s_at,7145
209981_at,27254
215117_at,5897
212565_at,23012
206849_at,2566
212621_at,23306
222205_x_at,100132948
201700_at,896
218066_at,10723
204803_s_at,6236
200685_at,9295
215521_at,80012
217870_s_at,51727
210457_x_at,3159
200036_s_at,4736
204730_at,9783
205282_at,7804
213103_at,90627
216557_x_at,28396
211175_at,11250
210370_s_at,4063
211231_x_at,1579
217585_at,10529
218986_s_at,55601
205767_at,2069
221597_s_at,29100
221949_at,51619
204874_x_at,8938
220825_s_at,55243
211849_s_at,8732
207469_s_at,8544
215235_at,6709
218885_s_at,79695
210020_x_at,810
217334_at,442186
202485_s_at,8932
220780_at,50487
200942_s_at,3281
203281_s_at,100847079
206772_at,5746
215490_at,200205
218116_at,51759
220730_at,642533
210296_s_at,5828
217447_at,4099
209226_s_at,3842
207836_s_at,11030
213948_x_at,57863
208272_at,8498
204681_s_at,9771
213859_x_at,8467
207338_s_at,7752
219431_at,79658
202659_at,5699
200937_s_at,6083
201770_at,6626
213386_at,84302
215594_at,100616497
201111_at,1434
218681_s_at,23753
208100_x_at,10500
220759_at,64184
222287_at,10345
212529_at,124801
209315_at,10767
204063_s_at,9706
211471_s_at,9609
218181_s_at,9448
215005_at,54550
202285_s_at,4070
222109_at,54552
220424_at,7827
214829_at,10157
220124_at,8139
215039_at,339524
209980_s_at,102466733
213475_s_at,3683
218142_s_at,51185
209064_x_at,10605
222234_s_at,79007
206558_at,6493
212567_s_at,4134
207268_x_at,10152
212709_at,23279
204672_s_at,22881
207433_at,3586
218939_at,3954
215600_x_at,285231
202492_at,79065
220063_at,79807
204857_at,8379
213335_s_at,10402
216809_at,1538
203336_s_at,9270
219121_s_at,54845
219119_at,51691
215076_s_at,1281
206973_at,8499
212929_s_at,253725
210636_at,5467
213314_at,57150
216596_at,26082
210547_x_at,3382
208257_x_at,5669
210763_x_at,259197
219824_at,26266
206342_x_at,3423
209401_s_at,6560
216608_at,26102
220368_s_at,55671
210894_s_at,11190
215282_at,25847
214296_x_at,113177
206177_s_at,383
203901_at,10454
215668_s_at,5364
220459_at,114044
211445_x_at,83955
217655_at,100127972
221403_s_at,11172
201836_s_at,9913
213456_at,25928
221194_s_at,51136
211673_s_at,4337
203823_at,5998
206630_at,7299
205591_at,10439
203898_at,27297
213159_at,22990
216989_at,6677
219595_at,7574
202418_at,10897
206451_at,55171
205752_s_at,2949
222226_at,6290
211693_at,3492
206388_at,5139
221473_x_at,10955
213730_x_at,6929
210416_s_at,11200
220463_at,80036
221286_s_at,51237
221305_s_at,54576
222020_s_at,50863
210023_s_at,84759
217197_x_at,90634
208728_s_at,998
209012_at,7204
213084_x_at,26809
221092_at,22806
201674_s_at,8165
207591_s_at,8289
215348_at,107
214956_at,22848
209773_s_at,6241
206000_at,4224
213771_at,26145
220591_s_at,80258
200818_at,539
219748_at,79865
217047_s_at,10144
212479_s_at,64795
209748_at,6683
211203_s_at,1272
220990_s_at,406991
215168_at,10440
211807_x_at,56101
208517_x_at,689
211029_x_at,8817
210091_s_at,1837
205287_s_at,7022
204721_s_at,9829
210253_at,10553
206990_at,7143
200756_x_at,813
204945_at,5798
216206_x_at,5609
218174_s_at,80195
217473_x_at,6556
216810_at,100132476
207943_x_at,5325
214548_x_at,2778
219411_at,79767
212465_at,84193
210507_s_at,10677
210281_s_at,7750
218610_s_at,55313
221351_at,3350
212002_at,26099
214595_at,3755
208268_at,10863
201740_at,4722
203197_s_at,54987
213445_at,23144
218661_at,79903
218176_at,64110
208783_s_at,4179
211952_at,3843
220482_s_at,26297
214903_at,127833
210227_at,9228
219897_at,79845
215915_at,51454
207187_at,3718
217431_x_at,1536
219052_at,79803
209759_s_at,1632
